realtime_us,packet,lx,ly,rx,ry,lt,rt,buttons
1783106908895372,24169,-24962,-12684,-19262,-15936,0,0,0
1783106908896450,24173,-24355,-13815,-18224,-17114,0,0,0
1783106908897579,24177,-23696,-14917,-17113,-18225,0,0,0
1783106908898662,24180,-22987,-14917,-15935,-19263,0,0,0
1783106908899744,24184,-22230,-15988,-14694,-20226,0,0,0
1783106908900826,24187,-22230,-17025,-13395,-21109,0,0,0
1783106908901909,24191,-21426,-18026,-12043,-21908,0,0,0
1783106908903087,24195,-20577,-18989,-10644,-22621,0,0,0
1783106908904141,24198,-19685,-19913,-9203,-22621,0,0,0
1783106908905221,24202,-18751,-20794,-7725,-23245,0,0,0
1783106908906306,24205,-17778,-21632,-7725,-23777,0,0,0
1783106908907390,24209,-16768,-22424,-6217,-24215,0,0,0
1783106908908429,24212,-15722,-22424,-4684,-24558,0,0,0
1783106908909511,24216,-14643,-23170,-3133,-24803,0,0,0
1783106908910555,24219,-14643,-23866,-1569,-24951,0,0,0
1783106908911675,24223,-13534,-24512,0,-25001,0,0,0
1783106908912762,24226,-12396,-25107,1569,-25001,0,0,0
1783106908913848,24230,-11231,-25649,3133,-24951,0,0,0
1783106908914929,24234,-10044,-26137,4684,-24803,0,0,0
1783106908916012,24237,-8835,-26570,4684,-24558,0,0,0
1783106908917092,24241,-7608,-26947,6217,-24215,0,0,0
1783106908918137,24244,-6364,-26947,7725,-23777,0,0,0
1783106908919218,24248,-5107,-27268,9203,-23245,0,0,0
1783106908920302,24251,-5107,-27531,10644,-22621,0,0,0
1783106908921391,24255,-3840,-27736,12043,-21908,0,0,0
1783106908922476,24259,-2564,-27883,13395,-21109,0,0,0
1783106908923560,24262,-1283,-27971,14694,-21109,0,0,0
1783106908924644,24266,0,-28001,15935,-20226,0,0,0
1783106908925729,24269,1283,-27971,15935,-19263,0,0,0
1783106908926818,24273,2564,-27883,17113,-18225,0,0,0
1783106908927941,24276,3840,-27883,18224,-17114,0,0,0
1783106908929022,24278,3840,-27736,19262,-17114,0,0,0
1783106908930105,24282,5107,-27531,20225,-15936,0,0,0
1783106908931183,24285,6364,-27268,20225,-14695,0,0,0
1783106908932266,24288,7608,-27268,21108,-13396,0,0,0
1783106908933351,24291,7608,-26947,21907,-12044,0,0,0
1783106908934404,24294,8835,-26570,22620,-12044,0,0,0
1783106908935487,24298,10044,-26137,23244,-10645,0,0,0
1783106908936611,24302,11231,-25649,23776,-9204,0,0,0
1783106908937696,24305,12396,-25107,23776,-7726,0,0,0
1783106908938781,24309,13534,-24512,24214,-6218,0,0,0
1783106908939864,24312,14643,-24512,24557,-4685,0,0,0
1783106908940943,24316,15722,-23866,24802,-3134,0,0,0
1783106908942027,24319,15722,-23170,24950,-1570,0,0,0
1783106908943118,24323,16768,-22424,25000,-1,0,0,0
1783106908944201,24326,17778,-21632,24950,-1,0,0,0
1783106908945285,24330,18751,-20794,24802,1568,0,0,0
1783106908946393,24334,19685,-19913,24557,3132,0,0,0
1783106908947472,24337,20577,-18989,24557,4683,0,0,0
1783106908948551,24341,21426,-18026,24214,6216,0,0,0
1783106908949684,24345,22230,-17025,23776,7724,0,0,0
1783106908950766,24348,22987,-17025,23244,9202,0,0,0
1783106908951848,24352,23696,-15988,22620,10643,0,0,0
1783106908952929,24355,23696,-14917,21907,12042,0,0,0
1783106908954013,24359,24355,-13815,21108,13394,0,0,0
1783106908955097,24362,24962,-12684,20225,13394,0,0,0
1783106908956141,24366,25517,-11526,19262,14693,0,0,0
1783106908957270,24370,26019,-10344,18224,15934,0,0,0
1783106908958348,24373,26466,-9140,18224,17112,0,0,0
1783106908959429,24377,26857,-7917,17113,18223,0,0,0
1783106908960516,24380,27192,-7917,15935,19261,0,0,0
1783106908961599,24384,27469,-6677,14694,20224,0,0,0
1783106908962682,24388,27689,-5424,13395,21107,0,0,0
1783106908963766,24391,27689,-4159,12043,21906,0,0,0
1783106908964846,24395,27851,-2885,10644,22619,0,0,0
1783106908965928,24398,27954,-1605,9203,22619,0,0,0
1783106908967012,24402,27998,-322,7725,23243,0,0,0
1783106908968044,24405,27983,961,7725,23775,0,0,0
1783106908969191,24409,27909,2243,6217,24213,0,0,0
1783106908970224,24412,27777,2243,4684,24556,0,0,0
1783106908971306,24416,27586,3521,3133,24801,0,0,0
1783106908972386,24420,27338,4790,1569,24949,0,0,0
1783106908973469,24423,27338,6050,0,24999,0,0,0
1783106908974603,24427,27032,7297,-1569,24949,0,0,0
1783106908975681,24430,26668,8529,-3133,24949,0,0,0
1783106908976762,24434,26249,9742,-4684,24801,0,0,0
1783106908977898,24438,25775,10936,-6217,24556,0,0,0
1783106908978979,24441,25246,12106,-6217,24213,0,0,0
1783106908980118,24445,24665,13251,-7725,23775,0,0,0
1783106908981206,24448,24031,13251,-9203,23243,0,0,0
1783106908982287,24452,23347,14368,-10644,22619,0,0,0
1783106908983378,24455,23347,15454,-12043,21906,0,0,0
1783106908984459,24459,22614,16508,-13395,21107,0,0,0
1783106908985538,24463,21833,17528,-14694,20224,0,0,0
1783106908986621,24466,21007,18510,-15935,20224,0,0,0
1783106908987699,24470,20136,19454,-17113,19261,0,0,0
1783106908988783,24473,19223,20357,-17113,18223,0,0,0
1783106908989899,24477,18269,21217,-18224,17112,0,0,0
